 61 4753.138712 1.427E-26 8.307E-05.04000.068  690.03960.64-.009500    0 3 0 0 1A2    0 0 0 0 1A1   12E 110        11E   2     334332453638 7 1 7    50.0   46.0
 61 4753.142009 1.191E-26 4.622E-05.04800.068  690.04920.64-.009500    0 3 0 0 1A2    0 0 0 0 1A1   12F2166        11F1  3     334332453638 7 1 7    75.0   69.0
 61 4753.149550 8.647E-26 3.518E-02.05600.079 1353.59500.73-.009500    0 0 2 0 1F2    0 0 0 1 1F2    4E  93         3E   1     444332473838 7 1 7    18.0   14.0
 61 4753.162092 2.133E-27 2.625E-03.04400.058 1976.65030.60-.009500    0 1 1 0 1F2    0 0 0 0 1A1   20F1239        19F2  4     134332453638 7 1 7   123.0  117.0
 61 4753.167398 1.306E-28 6.506E-05.04500.059 1780.31200.60-.009500    0 1 1 0 1F1    0 0 0 0 1A1   19F1237        18F2  4     124332453638 7 1 7   117.0  111.0
 61 4753.168339 1.045E-28 5.201E-05.04500.059 1780.12230.60-.009500    0 1 1 0 1F1    0 0 0 0 1A1   19F2233        18F1  3     124332453638 7 1 7   117.0  111.0
 61 4753.197143 5.196E-27 3.429E-05.04800.067  815.11590.63-.009500    0 3 0 0 1E     0 0 0 0 1A1   13F1175        12F2  3     334332453638 7 1 7    81.0   75.0
 61 4753.224939 9.350E-28 4.461E-03.04600.058 2181.80760.59-.009500    0 3 0 0 1A1    0 0 0 0 1A1   21E 163        20E   2     123332453637 7 1 7    86.0   82.0
 61 4753.226191 5.487E-26 2.173E-04.04900.067  815.08900.63-.009500    0 3 0 0 1E     0 0 0 0 1A1   13A1 57        12A2  1     134332453638 7 1 7   135.0  125.0
 61 4753.232300 1.986E-25 5.386E-02.06500.079 1353.52600.73-.009500    0 0 2 0 1F2    0 0 0 1 1F2    4F2140         3F1  1     444332473838 7 1 7    27.0   21.0
 61 4753.234509 4.282E-27 1.661E-05.04800.068  689.95670.64-.009500    0 3 0 0 1A2    0 0 0 0 1A1   12F2166        11F1  2     334332453638 7 1 7    75.0   69.0
 61 4753.238736 3.492E-27 4.296E-03.04400.058 1976.57420.60-.009500    0 1 1 0 1F2    0 0 0 0 1A1   20F2241        19F1  4     134332453638 7 1 7   123.0  117.0
 61 4753.268410 1.220E-27 1.013E-03.04900.059 1779.65150.60-.009507    0 0 0 4  F2    0 0 0 0 1A1   17E   7        18E   2     353333594932 3 3 3    70.0   74.0
 61 4753.292212 1.651E-27 9.604E-06.04000.068  689.88610.64-.009500    0 3 0 0 1A2    0 0 0 0 1A1   12E 110        11E   1     334332453638 7 1 7    50.0   46.0
 61 4753.304943 3.298E-26 2.176E-04.04800.067  815.00810.63-.009500    0 3 0 0 1E     0 0 0 0 1A1   13F1175        12F2  2     334332453638 7 1 7    81.0   75.0
 61 4753.318203 2.905E-26 2.874E-04.04000.067  814.99310.63-.009500    0 3 0 0 1E     0 0 0 0 1A1   13E 116        12E   2     134332453638 7 1 7    54.0   50.0
 61 4753.319697 8.723E-27 1.106E-03.04600.060 1593.05600.61-.009500    0 1 1 0 1F1    0 0 0 0 1A1   18A2 75        17A1  1     134332453638 7 1 7   185.0  175.0
 61 4753.325790 1.820E-27 1.007E-03.04900.059 1779.63140.60-.009507    0 0 0 4  F2    0 0 0 0 1A1   17F2 11        18F1  2     353333594932 3 3 3   105.0  111.0
 61 4753.338820 2.560E-27 1.651E-04.04800.061 1417.57940.61-.009507    0 0 0 4  F2    0 0 0 0 1A1   15A1  1        16A2  1     353333594932 3 3 3   155.0  165.0
 61 4753.360047 2.090E-28 1.562E-04.03800.059 1780.26920.60-.009500    0 1 1 0 1F1    0 0 0 0 1A1   19E 157        18E   3     124332453638 7 1 7    78.0   74.0
 61 4753.366728 4.359E-29 9.235E-06.04500.060 1593.56160.61-.009500    0 1 1 0 1F2    0 0 0 0 1A1   18F1229        17F2  2     124332453638 7 1 7   111.0  105.0
 61 4753.373147 1.595E-27 3.371E-04.04500.060 1593.04830.61-.009500    0 1 1 0 1F1    0 0 0 0 1A1   18F2230        17F1  2     134332453638 7 1 7   111.0  105.0
 61 4753.386930 1.420E-27 1.526E-04.04800.061 1417.51980.61-.009507    0 0 0 4  E     0 0 0 0 1A1   15F1  4        16F2  2     353333594932 3 3 3    93.0   99.0
 61 4753.401480 9.650E-28 1.556E-04.04800.061 1417.49960.61-.009507    0 0 0 4  F2    0 0 0 0 1A1   15E   3        16E   2     353333594932 3 3 3    62.0   66.0
 61 4753.412210 3.010E-27 9.992E-04.04900.059 1779.59740.60-.009507    0 0 0 4  F2    0 0 0 0 1A1   17A2  4        18A1  1     353333594932 3 3 3   175.0  185.0
 61 4753.412297 1.588E-27 5.098E-03.04600.058 2183.71830.59-.009500    0 1 1 0 1F1    0 0 0 0 1A1   21F1247        20F2  5     133332453637 7 1 7   129.0  123.0
 61 4753.446543 9.768E-28 6.440E-06.04800.067  814.86650.63-.009500    0 3 0 0 1E     0 0 0 0 1A1   13F1175        12F2  1     324332453638 7 1 7    81.0   75.0
 61 4753.453940 1.374E-27 6.839E-04.04500.059 1780.12230.60-.009500    0 1 1 0 1F1    0 0 0 0 1A1   19F2234        18F1  3     134332453638 7 1 7   117.0  111.0
 61 4753.473333 2.661E-27 3.284E-03.04400.058 1977.21470.60-.009500    0 1 1 0 1F2    0 0 0 0 1A1   20F2242        19F1  5     134332453638 7 1 7   123.0  117.0
 61 4753.486009 9.193E-29 3.562E-07.04800.068  689.70520.64-.009500    0 3 0 0 1A2    0 0 0 0 1A1   12F2166        11F1  1     324332453638 7 1 7    75.0   69.0
 61 4753.495059 2.648E-28 1.317E-04.04500.059 1779.98440.60-.009500    0 1 1 0 1F1    0 0 0 0 1A1   19F1237        18F2  3     124332453638 7 1 7   117.0  111.0
 61 4753.537671 1.429E-27 1.763E-03.04400.058 1977.17920.60-.009500    0 1 1 0 1F2    0 0 0 0 1A1   20F1240        19F2  5     134332453638 7 1 7   123.0  117.0
 61 4753.571035 1.282E-28 1.575E-04.04400.058 1976.24190.60-.009500    0 1 1 0 1F2    0 0 0 0 1A1   20F2241        19F1  3     124332453638 7 1 7   123.0  117.0
